website_name,text
imdb,An excellent performance from Ms.  
imdb,"People who like European films and ""art movies"" will like this movie.  "
imdb,"The only thing really worth watching was the scenery and the house, because it is beautiful.  "
imdb,"After watching this film, I wanted to learn more about the works of this artist.  "
imdb,Overall I rate this movie a 10 out of a 1-10 scale.  
imdb,"If you have not seen this movie, I definitely recommend it!  "
imdb,") a happy, wonderful, feel good ending!  "
imdb,"But ""Tiny Toons"" kept the 90's vibe and delivered one of the most popular, funny, and underrated cartoons ever created.  "
imdb,It presents a idyllic yet serious portrayal of the ups and downs of the characters lives.  
imdb,"A mature, subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances (apart from the odd inappropriate smiling that Keira Knightley is prone to, though perhaps under direction this time as the other characters themselves often mention it).  "
imdb,Hitchcock is a great director.  
imdb,And I really did find them funny.  
imdb,A world better than 95% of the garbage in the theatres today.  
imdb,Clever and a real crowd-pleaser--this film still ranks among Mickey's best films even after 80 wonderful years.  
imdb,I would give this television series a 10 plus if i could.  
imdb,It is a true classic.  
imdb,Brilliance indeed.  
imdb,"I highly recommend this movie for anyone interested in art, poetry, theater, politics, or Japanese history.  "
imdb,"All things considered, a job very well done.  "
imdb,It really created a unique feeling though.  
imdb,"The point is the journey, a journey that touches every member of the family.  "
imdb,This second appearance of Mickey Mouse (following the silent PLANE CRAZY earlier that year) is probably his most famous film--mostly because it was so ground-breaking.  
imdb,All in all I give this one a resounding 9 out of 10.  
imdb,Linda Cardellini is the only thing good in this film.  
imdb,The warmth it generates is in contrast to its austere backdrop.  
imdb,Simply beautiful.  
imdb,It's a feel-good film and that's how I felt when I came out of the cinema!  
imdb,Excellent performance.  
imdb,"I don't know exactly what it is about this movie, but we latched on to this endearing movie and it has become a special part of our family's memories.  "
imdb,You truly take this journey through the eyes and soul of a child.  
imdb,The characters were all funny and had the peculiarity of not having a true lead character.  
imdb,"Here, in The Wind and the Lion, we see a wonderful rendering of America's own Imperial age.  "
imdb,"Overall, the film is interesting and thought-provoking.  "
imdb,See it with your kids if you have a chance--it will open up some amazing dialog about how far race relations have come in the last 50 years.  
imdb,Think of the film being like a dream.  
imdb,10/10  
imdb,Nine out of ten for a truly lovely film.  
imdb,""" With great sound effects, and impressive special effects, I can't recommend this movie enough.  "
imdb,"It is an excellent drama, an excellent thriller, and an excellent film.  "
imdb,"Still, I do like this movie for it's empowerment of women; there's not enough movies out there like this one.  "
imdb,You wont regret it!  
imdb,"If you love death and decay, and Shakespears lyrics... this is the one.  "
imdb,"Conceptually, the show offers a little bit of everything- and for just about everybody (parents, kids, fantasy and/or fx fans).  "
imdb,"I'm glad the film didn't go for the most obvious choice, as a lesser film certainly would have.  "
imdb,The music in the film is really nice too.  
imdb,I can think of no other film where something vitally important occurs every other minute.  
imdb,The cast is always entertaining as usual.  
imdb,"A very good film indeed, about great and unconditional love.  "
imdb,Trumbull on I LOVE LUCY).  
imdb,"Also, it's a real treat to see Anthony Quinn playing Crazy Horse.  "
imdb,Give this one a look.  
imdb,Alexander Nevsky is a great film.  
imdb,The interplay between Martin and Emilio contains the same wonderful chemistry we saw in Wall Street with Martin and Charlie.  
imdb,Fans of the genre will be in heaven.  
imdb,"Call me a nut, but I think this is one of the best movies ever.  "
imdb,Vivian Schilling did an excellent job with the script.  
imdb,But the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the Cold War and the astronaut's biggest fear is that he has crashed in the USSR.  
imdb,His performance is simply genius.  
imdb,His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!  
imdb,This is such a fun and funny movie.  
imdb,It's still wild stuff though and is highly recommended to fans of giallo cinema.  
imdb,This is actually a very smart movie.  
imdb,There is a lot of beautiful places.  
imdb,"But above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold.  "
imdb,I don't think you will be disappointed.  
imdb,A good film by a great director!  
imdb,"Highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they will certainly appreciate one galley scene in particular!  "
imdb,It is very educational for children 1 to 8 years old.  
imdb,This is definitely one of the better documentaries I have seen looking at family relationships and marriage.  
imdb,It is not just a cult... it is a cult CLASSIC.  
imdb,"Garbo, who showed right off the bat that her talents could carry over from the silent era (I wanted to see some of her silent work, but Netflix doesn't seem to be stocking them.  "
imdb,There are some generally great things in it.  
imdb,"He owns the film, just as Spacek owned ""Coal Miner's Daughter"" and Quaid owned ""Great Balls of Fire.  "
imdb,"For that, it's worth checking out.  "
imdb,"It's practically perfect in all of them  a true masterpiece in a sea of faux ""masterpieces.  "
imdb,"Though The Wind and the Lion is told largely through the eyes of the son, every member of the family can identify with one of the characters, whether it be Sean Connery's noble brigand, Candace Bergen's feisty heroine, John Huston's wily John Hay or Steve Kanaly's spiffy, radiant, ruthless can-do lieutenant, Roosevelt's ""Big Stick"".  "
imdb,"I think the most wonderful parts (literally, full of ""wonder"") are the excerpts from his works.  "
imdb,The art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.  
imdb,Barney is definitely super DE duper.  
imdb,I just saw this film and I recommend it.  
imdb,It is a really good show to watch.  
imdb,"Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.  "
imdb,"All the actors give a wonderful performance, especially Jennifer Rubin as Jamie Harris, who changes from the nervous starlet in the beginning through the strange events she is part of to the cool star.  "
imdb,In a most wonderful location lies a story of contrast.  
imdb,Not too screamy not to masculine but just right.  
imdb,A film not easily forgotten.  
imdb,"I loved this movie it was a great portrayal of a family who had it's share of ups and down, but in the end they knew that special love they had for each other.  "
imdb,Anne Heche was utterly convincing.  
imdb,The entire audience applauded at the conclusion of the film.  
imdb,"I think it was Robert Ryans best film, because he portrayed someone like my father, and he was a schizophrenic in real life,(my father) although he never murdered anyone but was affected more so during the second world war which made him worse.  "
imdb,"I had always known that Errol Flynn was a brilliant actor as he was my dads favourite actor, and I grew up watching his films as a child.  "
imdb,I'd advise anyone to go and see it.  
imdb,"He is an amazing film artist, one of the most important whoever lived.  "
imdb,The rest of the cast also play well.  
imdb,"The writers were ""smack on"" and I think the best actors and actresses were a bonus to the show.These characters were so real.  "
imdb,The Songs Were The Best And The Muppets Were So Hilarious.  
imdb,Lange had become a great actress.  
imdb,I would have casted her in that role after ready the script.  
imdb,I rather enjoyed it.  
imdb,I really liked that.  
imdb,It is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent.  
yelp,Highly unprofessional and rude to a loyal patron!
yelp,"The building itself seems pretty neat; the bathroom is pretty trippy, but I wouldn't eat here again."
yelp,Overall I wasn't very impressed with Noca.
yelp,"Took an hour to get our food only 4 tables in restaurant my food was Luke warm, Our sever was running around like he was totally overwhelmed."
yelp,Avoid at all cost!
yelp,The chicken wings contained the driest chicken meat I have ever eaten.
yelp,"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits."
yelp,I think food should have flavor and texture and both were lacking.
yelp,We sat another ten minutes and finally gave up and left.
yelp,Any grandmother can make a roasted chicken better than this one.
yelp,dont go here.
yelp,"The service was a little slow , considering that were served by 3 people servers so the food was coming in a slow pace."
yelp,Please stay away from the shrimp stir fried noodles.
yelp,Crostini that came with the salad was stale.
yelp,Will not be back.
yelp,"If it were possible to give them zero stars, they'd have it."
yelp,"I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location."
yelp,"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!"
yelp,it was a drive to get there.
yelp,Never going back.
yelp,We got the food and apparently they have never heard of salt and the batter on the fish was chewy.
yelp,The food was terrible.
yelp,Won't go back.
yelp,"I'd rather eat airline food, seriously."
yelp,I think not again
yelp,The selection was probably the worst I've seen in Vegas.....there was none.
yelp,Would not go back.
yelp,"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it."
yelp,"Host staff were, for lack of a better word, BITCHES!"
yelp,"As much as I'd like to go back, I can't get passed the atrocious service and will never return."
yelp,Total brunch fail.
yelp,"Unfortunately, it only set us up for disapppointment with our entrees."
yelp,"The food is about on par with Denny's, which is to say, not good at all."
yelp,I will never go back to this place and will never ever recommended this place to anyone!
yelp,"Your servers suck, wait, correction, our server Heimer sucked."
yelp,Horrible - don't waste your time and money.
yelp,Not good for the money.
yelp,I don't recommend unless your car breaks down in front of it and you are starving.
yelp,I won't try going back there even if it's empty.
yelp,It was a pale color instead of nice and char and has NO flavor.
yelp,"When my order arrived, one of the gyros was missing."
yelp,The scallop dish is quite appalling for value as well.
yelp,We'll never go again.
yelp,Over rated.
yelp,My husband said she was very rude... did not even apologize for the bad food or anything.
yelp,"Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check."
yelp,"For a self proclaimed coffee cafe, I was wildly disappointed."
yelp,But then they came back cold.
yelp,The live music on Fridays totally blows.
yelp,-Drinks took close to 30 minutes to come out at one point.
yelp,Very Very Disappointed ordered the $35 Big Bay Plater.
yelp,"The descriptions said ""yum yum sauce"" and another said ""eel sauce"", yet another said ""spicy mayo""...well NONE of the rolls had sauces on them."
yelp,Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.
yelp,We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.
yelp,I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.
yelp,The Buffet at Bellagio was far from what I anticipated.
yelp,I just wanted to leave.
yelp,She ordered a toasted English muffin that came out untoasted.
yelp,We won't be going back anytime soon!
yelp,I've never been treated so bad.
yelp,"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more."
yelp,I'm not eating here!
yelp,I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.
yelp,"The burger had absolutely no flavor - the meat itself was totally bland, the burger was overcooked and there was no charcoal flavor."
yelp,"By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known."
yelp,"There is really nothing for me at postinos, hope your experience is better"
yelp,I give it 2 thumbs down
yelp,Hell no will I go back
yelp,"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat."
yelp,"For service, I give them no stars."
yelp,"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes."
yelp,"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed."
yelp,Gave up trying to eat any of the crust (teeth still sore).
yelp,Ordered burger rare came in we'll done.
yelp,"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things."
yelp,I was VERY disappointed!!
yelp,We also ordered the spinach and avocado salad; the ingredients were sad and the dressing literally had zero taste.
yelp,I can take a little bad service but the food sucks.
yelp,"As for the ""mains,"" also uninspired."
yelp,My sashimi was poor quality being soggy and tasteless.
yelp,Thoroughly disappointed!
yelp,I had the mac salad and it was pretty bland so I will not be getting that again.
yelp,As a sushi lover avoid this place by all means.
yelp,The cashew cream sauce was bland and the vegetables were undercooked.
yelp,I will not be eating there again.
yelp,There is not a deal good enough that would drag me into that establishment again.
yelp,"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless."
yelp,Just don't know why they were so slow.
yelp,Your staff spends more time talking to themselves than me.
yelp,did not like at all.
yelp,The selection of food was not the best.
yelp,This one is simply a disappointment.
yelp,say bye bye to your tip lady!
yelp,The place was not clean and the food oh so stale!
yelp,2 times - Very Bad Customer Service !
yelp,It was way over fried.
yelp,A FLY was in my apple juice.. A FLY!!!!!!!!
yelp,Spend your money elsewhere.
yelp,- They never brought a salad we asked for.
yelp,I as well would've given godfathers zero stars if possible.
yelp,very tough and very short on flavor!
yelp,The warm beer didn't help.
yelp,"Friend's pasta -- also bad, he barely touched it."
yelp,I've had better bagels from the grocery store.
yelp,This is a disgrace.
yelp,The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.
yelp,Soggy and not good.
yelp,By this time our side of the restaurant was almost empty so there was no excuse.
yelp,I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.
yelp,I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.
yelp,We've tried to like this place but after 10+ times I think we're done with them.
yelp,I can't tell you how disappointed I was.
yelp,Weird vibe from owners.
yelp,Will not be back!
yelp,Disappointing experience.
yelp,Now I am getting angry and I want my damn pho.
yelp,"The service was not up to par, either."
yelp,"The sangria was about half of a glass wine full and was $12, ridiculous."
yelp,There is nothing authentic about this place.
yelp,Eew... This location needs a complete overhaul.
yelp,"I started this review with two stars, but I'm editing it to give it only one."
yelp,"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate."
yelp,"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil."
yelp,Do yourself a favor and stay away from this dish.
yelp,"If you look for authentic Thai food, go else where."
yelp,I hate those things as much as cheap quality black olives.
yelp,But now I was completely grossed out.
yelp,"I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place."
yelp,We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).
yelp,"too bad cause I know it's family owned, I really wanted to like this place."
yelp,The Heart Attack Grill in downtown Vegas is an absolutely flat-lined excuse for a restaurant.
yelp,The Burrittos Blah!
yelp,The potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer.
yelp,The service here leaves a lot to be desired.
yelp,This place is horrible and way overpriced.
yelp,"Perhaps I caught them on an off night judging by the other reviews, but I'm not inspired to go back."
yelp,"It was a bit too sweet, not really spicy enough, and lacked flavor."
yelp,The pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old.
yelp,Why are these sad little vegetables so overcooked?
yelp,It was not good.
yelp,No one at the table thought the food was above average or worth the wait that we had for it.
yelp,"This place is not quality sushi, it is not a quality restaurant."
yelp,It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.
yelp,I was disgusted because I was pretty sure that was human hair.
yelp,The service was terrible though.
yelp,Service was slow and not attentive.
yelp,"My brother in law who works at the mall ate here same day, and guess what he was sick all night too."
yelp,The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.
yelp,The kids play area is NASTY!
yelp,"Probably never coming back, and wouldn't recommend it."
yelp,Not tasty and the texture was just nasty.
yelp,I vomited in the bathroom mid lunch.
yelp,If there were zero stars I would give it zero stars.
yelp,Do not waste your money here!
yelp,"like the other reviewer said ""you couldn't pay me to eat at this place again."""
yelp,Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.
yelp,Boy was that sucker dry!!.
yelp,walked in and the place smelled like an old grease trap and only 2 others there eating.
yelp,I checked out this place a couple years ago and was not impressed.
yelp,This place deserves no stars.
yelp,"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop."
yelp,Worst food/service I've had in a while.
yelp,We asked for the bill to leave without eating and they didn't bring that either.
yelp,It was equally awful.
yelp,After all the rave reviews I couldn't wait to eat here......what a disappointment!
yelp,"Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks."
yelp,A lady at the table next to us found a live green caterpillar In her salad.
yelp,Waited 2 hours & never got either of our pizzas as many other around us who came in later did!
yelp,"It was attached to a gas station, and that is rarely a good sign."
yelp,this is the worst sushi i have ever eat besides Costco's.
yelp,I probably won't be coming back here.
yelp,Terrible management.
yelp,"seems like a good quick place to grab a bite of some familiar pub food, but do yourself a favor and look elsewhere."
yelp,My gyro was basically lettuce only.
yelp,"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!"
yelp,Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.
yelp,I took back my money and got outta there.
yelp,Waiter was a jerk.
yelp,I wasn't really impressed with Strip Steak.
yelp,"It was extremely ""crumby"" and pretty tasteless."
yelp,"Then our food came out, disappointment ensued."
yelp,"Frozen pucks of disgust, with some of the worst people behind the register."
yelp,"Poor service, the waiter made me feel like I was stupid every time he came to the table."
yelp,"Also, the fries are without a doubt the worst fries I've ever had."
yelp,"Worst service to boot, but that is the least of their worries."
yelp,I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place.
yelp,Pricing is a bit of a concern at Mellow Mushroom.
yelp,"I find wasting food to be despicable, but this just wasn't food."
yelp,I got home to see the driest damn wings ever!
yelp,I would not recommend this place.
yelp,"The fries were not hot, and neither was my burger."
yelp,If you are reading this please don't go there.
yelp,"The chicken dishes are OK, the beef is like shoe leather."
yelp,"not even a ""hello, we will be right with you."""
yelp,first time there and might just be the last.
yelp,Appetite instantly gone.
yelp,The service here is fair at best.
yelp,"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!"
yelp,"It was so bad, I had lost the heart to finish it."
yelp,I had about two bites and refused to eat anymore.
yelp,Won't ever go here again.
yelp,The last 3 times I had lunch here has been bad.
yelp,The service was poor and thats being nice.
yelp,This place should honestly be blown up.
yelp,The service was meh.
yelp,The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.
yelp,I waited and waited.
yelp,The fried rice was dry as well.
yelp,This place deserves one star and 90% has to do with the food.
yelp,We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.
yelp,My husband and I ate lunch here and were very disappointed with the food and service.
yelp,"At least 40min passed in between us ordering and the food arriving, and it wasn't that busy."
yelp,This place is disgusting!
yelp,We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.
yelp,"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas."
yelp,"Will never, ever go back."
yelp,"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!"
yelp,Must have been an off night at this place.
yelp,"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat."
yelp,"Strike 2, who wants to be rushed."
yelp,"I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list."
yelp,They dropped more than the ball.
yelp,I came back today since they relocated and still not impressed.
yelp,the spaghetti is nothing special whatsoever.
yelp,The waiter wasn't helpful or friendly and rarely checked on us.
yelp,Worst martini ever!
yelp,"Never been to Hard Rock Casino before, WILL NEVER EVER STEP FORWARD IN IT AGAIN!"
yelp,"Overall, I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too."
yelp,There is nothing privileged about working/eating there.
yelp,Which are small and not worth the price.
yelp,AVOID THIS ESTABLISHMENT!
yelp,Bland... Not a liking this place for a number of reasons and I don't want to waste time on bad reviewing.. I'll leave it at that...
yelp,And the beans and rice were mediocre at best.
yelp,"After waiting an hour and being seated, I was not in the greatest of moods."
yelp,We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!
yelp,Definitely not worth the $3 I paid.
yelp,I guess maybe we went on an off night but it was disgraceful.
yelp,"For about 10 minutes, we we're waiting for her salad when we realized that it wasn't coming any time soon."
yelp,"Not much flavor to them, and very poorly constructed."
yelp,Probably not in a hurry to go back.
yelp,It was probably dirt.
yelp,Waited and waited and waited.
yelp,The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!
yelp,Terrible service!
yelp,I wouldn't return.
yelp,Best of luck to the rude and non-customer service focused new management.
yelp,I don't think I'll be running back to Carly's anytime soon for food.
yelp,It's too bad the food is so damn generic.
yelp,This place is way too overpriced for mediocre food.
yelp,Not good by any stretch of the imagination.
yelp,"The shower area is outside so you can only rinse, not take a full shower, unless you don't mind being nude for everyone to see!"
yelp,"In summary, this was a largely disappointing dining experience."
yelp,very slow at seating even with reservation.
yelp,Not much seafood and like 5 strings of pasta at the bottom.
yelp,"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed."
yelp,The WORST EXPERIENCE EVER.
yelp,We could not believe how dirty the oysters were!
yelp,She was quite disappointed although some blame needs to be placed at her door.
yelp,It was packed!!
yelp,"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services."
yelp,If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again.
yelp,The poor batter to meat ratio made the chicken tenders very unsatisfying.
yelp,"REAL sushi lovers, let's be honest - Yama is not that good."
yelp,I swung in to give them a try but was deeply disappointed.
yelp,Definitely a turn off for me & i doubt I'll be back unless someone else is buying.
yelp,We will not be coming back.
yelp,"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived."
yelp,My girlfriend's veal was very bad.
yelp,I'm probably one of the few people to ever go to Ians and not like it.
yelp,Mediocre food.
yelp,We recently witnessed her poor quality of management towards other guests as well.
yelp,WAAAAAAyyyyyyyyyy over rated is all I am saying.
yelp,Hard to judge whether these sides were good because we were grossed out by the melted styrofoam and didn't want to eat it for fear of getting sick.
yelp,The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.
yelp,My friend did not like his Bloody Mary.
yelp,The service was a bit lacking.
yelp,"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait."
yelp,"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late."
yelp,We watched our waiter pay a lot more attention to other tables and ignore us.
yelp,I just don't know how this place managed to served the blandest food I have ever eaten when they are preparing Indian cuisine.
yelp,We won't be going back.
yelp,"He was extremely rude and really, there are so many other restaurants I would love to dine at during a weekend in Vegas."
yelp,We waited an hour for what was a breakfast I could have done 100 times better at home.
yelp,"The service was terrible, food was mediocre."
yelp,Don't bother coming here.
yelp,"Unfortunately, we must have hit the bakery on leftover day because everything we ordered was STALE."
yelp,"Third, the cheese on my friend's burger was cold."
yelp,"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us."
yelp,"The servers went back and forth several times, not even so much as an ""Are you being helped?"""
yelp,The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.
yelp,Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.
yelp,The worst was the salmon sashimi.
yelp,Would not recommend to others.
yelp,Don't do it!!!!
yelp,It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.
yelp,I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.
yelp,"What did bother me, was the slow service."
yelp,"i felt insulted and disrespected, how could you talk and judge another human being like that?"
yelp,I was shocked because no signs indicate cash only.
yelp,Not my thing.
yelp,This place lacked style!!
yelp,I left with a stomach ache and felt sick the rest of the day.
yelp,Service sucks.
yelp,I had the chicken Pho and it tasted very bland.
yelp,Nothing special.
yelp,The refried beans that came with my meal were dried out and crusty and the food was bland.
yelp,"The chains, which I'm no fan of, beat this place easily."
yelp,"for 40 bucks a head, i really expect better food."
yelp,Overpriced for what you are getting.
yelp,Spend your money and time some place else.
yelp,"I probably won't be back, to be honest."
yelp,I'll take my business dinner dollars elsewhere.
yelp,the presentation of the food was awful.
yelp,First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!
yelp,"Overall, I was very disappointed with the quality of food at Bouchon."
yelp,I would avoid this place if you are staying in the Mirage.
yelp,Tasted like dirt.
yelp,Hopefully this bodes for them going out of business and someone who can cook can come in.
yelp,"I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00."
yelp,It kept getting worse and worse so now I'm officially done.
yelp,I don't think we'll be going back anytime soon.
yelp,I would not recommend this place.
yelp,My fella got the huevos rancheros and they didn't look too appealing.
yelp,Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.
yelp,TOTAL WASTE OF TIME.
yelp,"I guess I should have known that this place would suck, because it is inside of the Excalibur, but I didn't use my common sense."
yelp,I will not return.
yelp,"However, there was so much garlic in the fondue, it was barely edible."
yelp,"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings."
yelp,It was pretty gross!
yelp,"Sorry, I will not be getting food from here anytime soon :("
yelp,"Although I very much liked the look and sound of this place, the actual experience was a bit disappointing."
yelp,The place was fairly clean but the food simply wasn't worth it.
yelp,Very poor service.
yelp,The management is rude.
yelp,Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.
yelp,Bland and flavorless is a good way of describing the barely tepid meat.
yelp,"I have been in more than a few bars in Vegas, and do not ever recall being charged for tap water."
yelp,"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up."
yelp,"The chips that came out were dripping with grease, and mostly not edible."
yelp,I won't be back.
yelp,The real disappointment was our waiter.
yelp,I was so insulted.
yelp,What happened next was pretty....off putting.
yelp,Service stinks here!
yelp,Tonight I had the Elk Filet special...and it sucked.
yelp,The bus boy on the other hand was so rude.
yelp,I probably would not go here again.
yelp,The RI style calamari was a joke.
yelp,If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?
yelp,-My order was not correct.
yelp,"The pizza tasted old, super chewy in not a good way."
yelp,Food is way overpriced and portions are fucking small.
yelp,"The ripped banana was not only ripped, but petrified and tasteless."
yelp,It wasn't busy at all and now we know why.
yelp,And the red curry had so much bamboo shoots and wasn't very tasty to me.
yelp,"I could barely stomach the meal, but didn't complain because it was a business lunch."
yelp,"Furthermore, you can't even find hours of operation on the website!"
yelp,I dressed up to be treated so rudely!
yelp,I consider this theft.
yelp,I'm not impressed with the concept or the food.
yelp,Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.
yelp,Don't waste your time here.
yelp,"Despite how hard I rate businesses, its actually rare for me to give a 1 star."
yelp,I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.
yelp,RUDE & INCONSIDERATE MANAGEMENT.
yelp,"The meat was pretty dry, I had the sliced brisket and pulled pork."
yelp,After two I felt disgusting.
yelp,Food was below average.
yelp,"Very, very sad."
yelp,Con: spotty service.
yelp,"Needless to say, I won't be going back anytime soon."
yelp,WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.
yelp,"(It wasn't busy either) Also, the building was FREEZING cold."
yelp,Tried to go here for lunch and it was a madhouse.
yelp,"The menu is always changing, food quality is going down & service is extremely slow."
yelp,Overall I was not impressed and would not go back.
yelp,For that price I can think of a few place I would have much rather gone.
yelp,So don't go there if you are looking for good food...
yelp,The ambiance isn't much better.
yelp,"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either."
yelp,"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!"
yelp,I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.
yelp,I was mortified.
yelp,"The food sucked, which we expected but it sucked more than we could have imagined."
yelp,After the disappointing dinner we went elsewhere for dessert.
yelp,Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.
yelp,Del Taco is pretty nasty and should be avoided if possible.
yelp,We waited for forty five minutes in vain.
yelp,I'm super pissd.
yelp,"And the drinks are WEAK, people!"
yelp,I think this restaurant suffers from not trying hard enough.
yelp,Very disappointing!!!
yelp,The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).
yelp,The plantains were the worst I've ever tasted.
yelp,"They have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food."
yelp,"I don't know what the big deal is about this place, but I won't be back ""ya'all""."
yelp,But I definitely would not eat here again.
yelp,It really is impressive that the place hasn't closed down.
yelp,The turkey and roast beef were bland.
yelp,This is a really fantastic Thai restaurant which is definitely worth a visit.
yelp,If you want a sandwich just go to any Firehouse!!!!!
yelp,Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.
yelp,Server did a great job handling our large rowdy table.
yelp,The only thing I did like was the prime rib and dessert section.
yelp,"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end."
yelp,"I ate there twice on my last visit, and especially enjoyed the salmon salad."
yelp,"The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten."
yelp,5 stars for the brick oven bread app!
yelp,Each day of the week they have a different deal and it's all so delicious!
yelp,I had a pretty satifying experience.
